data_compra;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;hora_compra;quantidade;valor_total;forma_pagamento
2026-03-28;1271;Porto Alegre;Mariana Lima;Smartphone;Joan Tagliente;Feminino;18:14:47;5;7500,0;Boleto
2026-03-28;1626;Porto Alegre;Rafael Oliveira;Tablet;Stuart Marcum;Masculino;18:50:50;4;4800,0;Pix
2026-03-28;1675;Porto Alegre;Mariana Lima;Tablet;Mark Lanzarin;Feminino;06:09:50;5;6000,0;Dinheiro
2026-03-28;1824;Rio de Janeiro;Carla Souza;Notebook;Thomas Guerrero;Feminino;04:57:51;5;17500,0;Boleto
2026-03-28;1971;Belo Horizonte;Fernando Alves;Notebook;Petra Worley;Masculino;14:04:52;5;17500,0;Pix
2026-03-29;224;São Paulo;Aline Maria;Notebook;Stanley Valerio;Feminino;23:31:40;4;14000,0;Dinheiro
2026-03-29;897;Rio de Janeiro;Carla Souza;Fone de Ouvido;Mary Peabody;Feminino;12:05:44;3;750,0;Pix
2026-03-29;1156;Belo Horizonte;Ana Paula;Tablet;Sylvia Mckane;Feminino;12:51:46;1;1200,0;Cartão de Crédito
2026-03-29;1178;Salvador;Thiago Pereira;Smartwatch;Luz Williams;Masculino;13:38:47;2;1600,0;Cartão de Crédito
2026-03-29;1352;Belo Horizonte;Ana Paula;Smartphone;Arthur Bay;Feminino;03:55:48;3;4500,0;Dinheiro
2026-03-29;1595;São Paulo;Lucas Silva;Fone de Ouvido;Laura Kaye;Masculino;16:33:50;4;1000,0;Boleto
2026-03-30;174;São Paulo;Aline Maria;Fone de Ouvido;Alexander Driscoll;Feminino;02:11:40;4;1000,0;Dinheiro
2026-03-30;491;Porto Alegre;Rafael Oliveira;Tablet;Evelyn Stubbs;Masculino;10:27:42;1;1200,0;Cartão de Crédito
2026-03-30;548;Rio de Janeiro;Carla Souza;Smartwatch;Mark Alarcon;Feminino;01:57:42;4;3200,0;Pix
2026-03-30;712;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Kelly Mohr;Masculino;17:53:43;3;750,0;Cartão de Crédito
2026-03-30;1020;São Paulo;Lucas Silva;Tablet;Valerie Laster;Masculino;15:20:45;5;6000,0;Pix
2026-03-30;1136;Porto Alegre;Mariana Lima;Smartphone;Jonathan England;Feminino;07:47:46;4;6000,0;Cartão de Crédito
2026-03-30;1197;Salvador;Thiago Pereira;Notebook;Eleanor Miller;Feminino;03:51:47;5;17500,0;Boleto
2026-03-30;1364;Belo Horizonte;Fernando Alves;Smartwatch;Gary Barton;Feminino;16:01:48;5;4000,0;Boleto
2026-03-30;1692;Rio de Janeiro;Carla Souza;Smartphone;Heather Abell;Feminino;20:06:50;1;1500,0;Cartão de Crédito
2026-03-31;161;Belo Horizonte;Ana Paula;Fone de Ouvido;Ashley Burleson;Masculino;05:56:40;5;1250,0;Boleto
2026-03-31;291;Rio de Janeiro;Carla Souza;Fone de Ouvido;Denise Gutierrez;Feminino;22:18:41;3;750,0;Boleto
2026-03-31;744;Porto Alegre;Mariana Lima;Notebook;Mark Walker;Masculino;12:25:43;1;3500,0;Dinheiro
2026-03-31;1095;Rio de Janeiro;Bruno Costa;Smartphone;Amanda Majeski;Feminino;12:57:46;1;1500,0;Boleto
2026-03-31;1418;Porto Alegre;Mariana Lima;Tablet;Carmella Woody;Masculino;12:22:48;5;6000,0;Cartão de Crédito
2026-03-31;1818;Porto Alegre;Mariana Lima;Smartwatch;Kenneth Moseley;Masculino;23:01:51;4;3200,0;Pix
2026-03-31;1927;Salvador;Juliana Santos;Tablet;James Bell;Feminino;02:38:51;4;4800,0;Pix
2026-04-01;119;Salvador;Juliana Santos;Notebook;Troy Kelley;Masculino;18:06:39;3;10500,0;Cartão de Crédito
2026-04-01;398;Porto Alegre;Rafael Oliveira;Tablet;Lucile Brown;Masculino;21:56:41;5;6000,0;Pix
2026-04-01;446;Salvador;Thiago Pereira;Smartphone;Henry Campbell;Masculino;15:00:41;3;4500,0;Cartão de Crédito
2026-04-01;1054;Porto Alegre;Mariana Lima;Notebook;Mike Ammons;Masculino;18:33:45;4;14000,0;Boleto
2026-04-01;1168;Rio de Janeiro;Bruno Costa;Smartphone;Socorro Williams;Masculino;15:19:47;5;7500,0;Dinheiro
2026-04-01;1309;Porto Alegre;Rafael Oliveira;Notebook;Anthony Ward;Feminino;05:18:48;3;10500,0;Pix
2026-04-01;1315;Rio de Janeiro;Bruno Costa;Tablet;Tanya Law;Feminino;21:11:48;4;4800,0;Pix
2026-04-01;1758;São Paulo;Lucas Silva;Smartwatch;Elizabeth Duran;Feminino;03:45:50;2;1600,0;Dinheiro
2026-04-02;406;São Paulo;Lucas Silva;Fone de Ouvido;Latoya Grill;Masculino;13:10:41;5;1250,0;Cartão de Crédito
2026-04-02;625;São Paulo;Aline Maria;Smartphone;Leslee Smith;Feminino;08:46:43;2;3000,0;Pix
2026-04-02;787;Rio de Janeiro;Bruno Costa;Smartwatch;Kimberly Williams;Masculino;01:21:44;4;3200,0;Cartão de Crédito
2026-04-02;918;Salvador;Thiago Pereira;Fone de Ouvido;Elizabeth Hairr;Feminino;18:53:44;3;750,0;Pix
2026-04-02;959;Belo Horizonte;Fernando Alves;Tablet;Martha Wagner;Feminino;12:13:45;1;1200,0;Boleto
2026-04-02;1450;Porto Alegre;Mariana Lima;Smartwatch;Mariko Whitley;Masculino;23:16:49;5;4000,0;Dinheiro
2026-04-02;1707;Salvador;Juliana Santos;Smartphone;Pauline Fairhurst;Masculino;17:55:50;1;1500,0;Cartão de Crédito
2026-04-03;213;Salvador;Thiago Pereira;Smartwatch;Monica Pugh;Feminino;11:19:40;1;800,0;Pix
2026-04-03;227;Salvador;Thiago Pereira;Smartphone;Ray Silva;Masculino;04:16:40;2;3000,0;Boleto
2026-04-03;1030;Porto Alegre;Rafael Oliveira;Smartwatch;Troy Bowers;Feminino;09:40:45;5;4000,0;Cartão de Crédito
2026-04-03;1037;Belo Horizonte;Fernando Alves;Smartwatch;Homer Milton;Masculino;20:10:45;1;800,0;Dinheiro
2026-04-03;1838;Porto Alegre;Mariana Lima;Smartwatch;Andrew Wardinsky;Masculino;20:26:51;4;3200,0;Dinheiro
2026-04-04;49;Salvador;Thiago Pereira;Smartwatch;Marie Riseden;Feminino;09:06:39;4;3200,0;Boleto
2026-04-04;183;Salvador;Juliana Santos;Smartphone;Lauren Miller;Feminino;00:53:40;3;4500,0;Cartão de Crédito
2026-04-04;286;Salvador;Juliana Santos;Tablet;Willie Wittstock;Masculino;11:21:40;4;4800,0;Cartão de Crédito
2026-04-04;1500;Belo Horizonte;Fernando Alves;Tablet;John Johnson;Masculino;16:55:49;1;1200,0;Cartão de Crédito
2026-04-04;1814;Belo Horizonte;Fernando Alves;Smartphone;Carmen Deemer;Feminino;01:10:51;5;7500,0;Dinheiro
2026-04-04;1973;Porto Alegre;Rafael Oliveira;Notebook;Chad Kautz;Feminino;14:13:52;3;10500,0;Cartão de Crédito
2026-04-04;1998;Porto Alegre;Mariana Lima;Smartphone;Shelley Francois;Masculino;03:28:52;5;7500,0;Cartão de Crédito
2026-04-05;165;Rio de Janeiro;Carla Souza;Smartphone;Patrick Sison;Masculino;15:39:40;2;3000,0;Pix
2026-04-05;187;São Paulo;Lucas Silva;Smartwatch;Chia Maris;Feminino;23:57:40;5;4000,0;Dinheiro
2026-04-05;461;Salvador;Juliana Santos;Smartwatch;Francis Christopher;Feminino;10:11:41;5;4000,0;Pix
2026-04-05;1045;Salvador;Juliana Santos;Notebook;Clifford Jewell;Feminino;01:50:45;4;14000,0;Pix
2026-04-05;1388;Belo Horizonte;Ana Paula;Smartphone;Amanda Scott;Feminino;19:44:48;4;6000,0;Boleto
2026-04-06;169;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Barbara Covington;Masculino;02:50:40;1;250,0;Pix
2026-04-06;871;Belo Horizonte;Ana Paula;Notebook;Juan Mccormick;Feminino;19:17:44;3;10500,0;Cartão de Crédito
2026-04-06;1299;Belo Horizonte;Ana Paula;Fone de Ouvido;Alison Mckinley;Masculino;11:39:48;3;750,0;Dinheiro
2026-04-06;1780;Salvador;Thiago Pereira;Fone de Ouvido;Terry Blake;Masculino;03:12:51;1;250,0;Boleto
2026-04-07;358;São Paulo;Aline Maria;Fone de Ouvido;Kaitlyn Thatcher;Feminino;17:43:41;1;250,0;Dinheiro
2026-04-07;961;Rio de Janeiro;Bruno Costa;Notebook;Earl Uchida;Masculino;12:49:45;4;14000,0;Cartão de Crédito
2026-04-07;1358;Belo Horizonte;Fernando Alves;Smartphone;Ralph Kaplan;Masculino;23:42:48;2;3000,0;Pix
2026-04-07;1362;Porto Alegre;Mariana Lima;Smartphone;Eve Jahns;Feminino;05:22:48;5;7500,0;Pix
2026-04-08;403;Salvador;Thiago Pereira;Notebook;Brandi Delarosa;Masculino;07:34:41;1;3500,0;Pix
2026-04-08;1495;Porto Alegre;Rafael Oliveira;Tablet;Wendy Elder;Feminino;06:24:49;4;4800,0;Boleto
2026-04-08;1726;Rio de Janeiro;Bruno Costa;Tablet;Donald Pawloski;Masculino;04:12:50;2;2400,0;Pix
2026-04-08;1849;Salvador;Thiago Pereira;Smartwatch;Betty Harris;Masculino;00:08:51;4;3200,0;Cartão de Crédito
2026-04-09;54;Rio de Janeiro;Carla Souza;Tablet;Carol Callahan;Masculino;00:19:39;4;4800,0;Pix
2026-04-09;648;Rio de Janeiro;Carla Souza;Tablet;Max Locklear;Masculino;04:15:43;4;4800,0;Cartão de Crédito
2026-04-09;749;Salvador;Juliana Santos;Notebook;Archie Teasley;Masculino;05:57:43;5;17500,0;Pix
2026-04-09;821;Belo Horizonte;Fernando Alves;Notebook;David Wurth;Feminino;02:55:44;2;7000,0;Dinheiro
2026-04-09;976;Porto Alegre;Mariana Lima;Notebook;Frank Taylor;Masculino;06:20:45;4;14000,0;Cartão de Crédito
2026-04-09;1211;Rio de Janeiro;Bruno Costa;Smartphone;Beverly Hulburt;Feminino;07:02:47;5;7500,0;Pix
2026-04-09;1570;São Paulo;Aline Maria;Fone de Ouvido;Gary Castro;Feminino;06:13:49;3;750,0;Boleto
2026-04-09;1937;Belo Horizonte;Fernando Alves;Notebook;Harry Chavez;Feminino;04:45:51;3;10500,0;Dinheiro
2026-04-10;981;São Paulo;Lucas Silva;Tablet;Gloria Davis;Feminino;17:45:45;2;2400,0;Pix
2026-04-10;1266;Porto Alegre;Mariana Lima;Smartwatch;Albert Rundlett;Feminino;03:33:47;1;800,0;Pix
2026-04-10;1720;Salvador;Juliana Santos;Fone de Ouvido;Lynna French;Feminino;00:50:50;4;1000,0;Cartão de Crédito
2026-04-11;191;Rio de Janeiro;Bruno Costa;Smartphone;Sylvia Powell;Masculino;05:50:40;2;3000,0;Dinheiro
2026-04-11;346;São Paulo;Aline Maria;Fone de Ouvido;Fred Tobler;Masculino;08:21:41;2;500,0;Pix
2026-04-11;578;Porto Alegre;Mariana Lima;Tablet;Joan Canpos;Feminino;14:41:42;3;3600,0;Pix
2026-04-11;921;Porto Alegre;Rafael Oliveira;Smartwatch;Michael Forshay;Feminino;22:37:44;2;1600,0;Dinheiro
2026-04-11;929;Porto Alegre;Rafael Oliveira;Notebook;Harold Longbrake;Masculino;18:26:44;2;7000,0;Pix
2026-04-11;1114;Porto Alegre;Rafael Oliveira;Tablet;James Boteilho;Masculino;14:43:46;3;3600,0;Pix
2026-04-11;1307;São Paulo;Lucas Silva;Fone de Ouvido;Yvonne Richard;Masculino;14:18:48;3;750,0;Dinheiro
2026-04-11;1311;Salvador;Thiago Pereira;Notebook;Kathleen Parker;Feminino;02:25:48;4;14000,0;Boleto
2026-04-11;1382;Rio de Janeiro;Bruno Costa;Smartphone;Darryl Pierce;Feminino;20:58:48;5;7500,0;Cartão de Crédito
2026-04-11;1463;Rio de Janeiro;Carla Souza;Fone de Ouvido;Michael Myers;Masculino;05:18:49;5;1250,0;Dinheiro
2026-04-11;1581;Porto Alegre;Rafael Oliveira;Fone de Ouvido;Melba Savoy;Feminino;07:09:49;2;500,0;Boleto
2026-04-12;73;Porto Alegre;Rafael Oliveira;Smartwatch;Regina Chen;Feminino;21:03:39;5;4000,0;Dinheiro
2026-04-12;339;São Paulo;Aline Maria;Tablet;Edward Mchugh;Masculino;18:04:41;4;4800,0;Pix
2026-04-12;553;Porto Alegre;Rafael Oliveira;Notebook;David Galbraith;Feminino;05:44:42;2;7000,0;Pix
2026-04-12;558;Salvador;Juliana Santos;Fone de Ouvido;Joyce Plumlee;Feminino;17:36:42;2;500,0;Dinheiro
2026-04-12;638;Rio de Janeiro;Carla Souza;Notebook;Lindsay Davis;Feminino;22:13:43;5;17500,0;Pix
2026-04-12;920;Salvador;Juliana Santos;Fone de Ouvido;Ronald Wright;Masculino;09:07:44;5;1250,0;Boleto
2026-04-12;991;Rio de Janeiro;Carla Souza;Smartwatch;Kathy Hernandez;Masculino;16:35:45;2;1600,0;Boleto
2026-04-12;1706;Salvador;Juliana Santos;Notebook;Patricia Woolfolk;Masculino;03:31:50;4;14000,0;Cartão de Crédito
2026-04-12;1873;Belo Horizonte;Fernando Alves;Smartphone;Martin Traficante;Masculino;20:41:51;2;3000,0;Dinheiro
2026-04-13;177;Belo Horizonte;Fernando Alves;Smartwatch;Donna Lukow;Masculino;08:46:40;5;4000,0;Dinheiro
2026-04-13;208;Rio de Janeiro;Bruno Costa;Tablet;Cathy Aparicio;Masculino;03:11:40;3;3600,0;Cartão de Crédito
2026-04-13;907;Porto Alegre;Rafael Oliveira;Smartwatch;Robert Davis;Masculino;12:17:44;2;1600,0;Pix
2026-04-13;1100;Salvador;Thiago Pereira;Notebook;Chelsea Dorschner;Feminino;22:46:46;3;10500,0;Cartão de Crédito
2026-04-14;338;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Shane Clements;Feminino;18:11:41;5;1250,0;Cartão de Crédito
2026-04-14;568;São Paulo;Aline Maria;Fone de Ouvido;Gabriel Markham;Masculino;23:42:42;1;250,0;Dinheiro
2026-04-14;865;São Paulo;Lucas Silva;Smartwatch;Phillip Berri;Masculino;05:13:44;5;4000,0;Dinheiro
2026-04-14;1123;Salvador;Juliana Santos;Fone de Ouvido;Julie Hampshire;Feminino;13:01:46;2;500,0;Boleto
2026-04-14;1753;Salvador;Thiago Pereira;Tablet;Nancy Williams;Feminino;21:55:50;5;6000,0;Boleto
2026-04-15;968;São Paulo;Lucas Silva;Fone de Ouvido;Mary Perrault;Masculino;17:09:45;2;500,0;Dinheiro
2026-04-15;1116;São Paulo;Lucas Silva;Smartwatch;Andre Swinger;Feminino;03:34:46;2;1600,0;Dinheiro
2026-04-15;1899;Belo Horizonte;Fernando Alves;Smartwatch;James Kephart;Feminino;18:00:51;4;3200,0;Dinheiro
2026-04-16;62;Belo Horizonte;Ana Paula;Fone de Ouvido;Betty Girdler;Feminino;21:51:39;4;1000,0;Boleto
2026-04-16;180;Rio de Janeiro;Carla Souza;Notebook;Dennis Curd;Masculino;02:10:40;5;17500,0;Boleto
2026-04-16;537;Rio de Janeiro;Carla Souza;Tablet;Jessica Boyle;Feminino;15:12:42;2;2400,0;Cartão de Crédito
2026-04-16;922;Porto Alegre;Mariana Lima;Fone de Ouvido;Sam Brill;Feminino;18:59:44;4;1000,0;Pix
2026-04-16;1321;São Paulo;Aline Maria;Fone de Ouvido;Regina Jones;Feminino;16:43:48;2;500,0;Pix
2026-04-17;79;Rio de Janeiro;Bruno Costa;Smartphone;Lucille Miller;Feminino;13:54:39;1;1500,0;Boleto
2026-04-17;451;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Barbara Gonzales;Masculino;20:13:41;4;1000,0;Pix
2026-04-17;733;Belo Horizonte;Ana Paula;Tablet;Garland Barr;Masculino;15:34:43;1;1200,0;Dinheiro
2026-04-17;740;São Paulo;Aline Maria;Fone de Ouvido;Ben Henry;Masculino;17:39:43;4;1000,0;Boleto
2026-04-17;1399;São Paulo;Lucas Silva;Fone de Ouvido;Michael Sites;Feminino;09:53:48;2;500,0;Dinheiro
2026-04-17;1596;Belo Horizonte;Ana Paula;Smartphone;George Skiles;Masculino;21:20:50;3;4500,0;Dinheiro
2026-04-17;1602;Porto Alegre;Mariana Lima;Smartwatch;Margaret Brewer;Feminino;14:29:50;5;4000,0;Dinheiro
2026-04-17;1734;Porto Alegre;Mariana Lima;Fone de Ouvido;Casey Faria;Masculino;07:16:50;5;1250,0;Boleto
2026-04-18;102;Rio de Janeiro;Bruno Costa;Smartphone;Anna Adams;Feminino;11:40:39;1;1500,0;Dinheiro
2026-04-18;528;Porto Alegre;Mariana Lima;Smartwatch;Martha Shearer;Feminino;23:35:42;1;800,0;Pix
2026-04-18;767;Belo Horizonte;Ana Paula;Notebook;Shirley Dyar;Feminino;10:38:44;2;7000,0;Boleto
2026-04-18;1239;Porto Alegre;Mariana Lima;Smartwatch;Bonnie Parker;Feminino;06:05:47;1;800,0;Boleto
2026-04-18;1276;São Paulo;Lucas Silva;Smartwatch;Daniel Wayne;Masculino;17:25:48;1;800,0;Cartão de Crédito
2026-04-19;274;São Paulo;Lucas Silva;Fone de Ouvido;Alba Seibert;Masculino;05:37:40;5;1250,0;Cartão de Crédito
2026-04-19;1208;Porto Alegre;Rafael Oliveira;Fone de Ouvido;John Saunders;Masculino;17:15:47;3;750,0;Pix
2026-04-20;1;Porto Alegre;Rafael Oliveira;Fone de Ouvido;Johnnie Leedom;Masculino;14:06:39;4;1000,0;Dinheiro
2026-04-20;226;Belo Horizonte;Fernando Alves;Notebook;Carl Ballard;Feminino;20:10:40;1;3500,0;Boleto
2026-04-20;1041;Porto Alegre;Mariana Lima;Tablet;Marshall So;Masculino;21:03:45;2;2400,0;Cartão de Crédito
2026-04-20;1383;Rio de Janeiro;Carla Souza;Tablet;Susan Keith;Masculino;16:52:48;1;1200,0;Cartão de Crédito
2026-04-20;1478;Porto Alegre;Rafael Oliveira;Smartphone;Clyde Charan;Masculino;15:28:49;3;4500,0;Pix
2026-04-20;1776;Rio de Janeiro;Carla Souza;Tablet;Joanne Jewell;Feminino;12:34:51;3;3600,0;Boleto
2026-04-20;1920;Rio de Janeiro;Bruno Costa;Smartphone;Ruby Ramirez;Masculino;17:06:51;1;1500,0;Pix
2026-04-21;30;São Paulo;Lucas Silva;Smartwatch;Stephen Tyree;Masculino;05:21:39;2;1600,0;Dinheiro
2026-04-21;348;Porto Alegre;Rafael Oliveira;Smartwatch;Gary Schuetze;Masculino;02:57:41;4;3200,0;Cartão de Crédito
2026-04-21;1648;Belo Horizonte;Fernando Alves;Fone de Ouvido;Josie Mincks;Masculino;08:36:50;3;750,0;Boleto
2026-04-21;1741;Salvador;Juliana Santos;Fone de Ouvido;Linda Wilson;Feminino;13:07:50;1;250,0;Pix
2026-04-22;476;Salvador;Thiago Pereira;Fone de Ouvido;Jerry Lorusso;Feminino;13:35:42;4;1000,0;Pix
2026-04-22;814;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Frances Weitkamp;Feminino;02:26:44;1;250,0;Boleto
2026-04-22;1825;Rio de Janeiro;Bruno Costa;Smartphone;Derek Guerrero;Masculino;14:51:51;5;7500,0;Pix
2026-04-23;92;São Paulo;Lucas Silva;Smartphone;Sherry Kimme;Masculino;12:02:39;1;1500,0;Pix
2026-04-23;280;São Paulo;Lucas Silva;Smartphone;James Guerra;Feminino;11:05:40;3;4500,0;Pix
2026-04-23;292;São Paulo;Lucas Silva;Smartphone;Billie Fenn;Feminino;16:31:41;4;6000,0;Pix
2026-04-23;1083;São Paulo;Aline Maria;Tablet;Michael Morrison;Feminino;18:53:46;4;4800,0;Boleto
2026-04-23;1588;Rio de Janeiro;Carla Souza;Smartphone;Frances Garner;Masculino;13:24:49;5;7500,0;Cartão de Crédito
2026-04-24;985;São Paulo;Aline Maria;Smartphone;Herbert Durden;Feminino;03:02:45;1;1500,0;Pix
2026-04-25;654;Porto Alegre;Mariana Lima;Smartwatch;Rochelle Mercurio;Feminino;05:12:43;1;800,0;Cartão de Crédito
2026-04-25;997;São Paulo;Aline Maria;Smartphone;Lisa Williams;Masculino;12:23:45;3;4500,0;Cartão de Crédito
2026-04-25;1018;Porto Alegre;Mariana Lima;Smartwatch;Bessie Mcdowell;Masculino;14:26:45;1;800,0;Cartão de Crédito
2026-04-25;1035;Rio de Janeiro;Carla Souza;Smartphone;Marjorie Stovall;Masculino;18:12:45;1;1500,0;Pix
2026-04-25;1241;Porto Alegre;Mariana Lima;Smartphone;Robert Herda;Feminino;12:01:47;4;6000,0;Cartão de Crédito
2026-04-26;435;Salvador;Thiago Pereira;Smartphone;Brian Moulton;Feminino;06:45:41;5;7500,0;Dinheiro
2026-04-26;927;São Paulo;Aline Maria;Notebook;Patricia West;Masculino;04:32:44;1;3500,0;Dinheiro
2026-04-26;932;São Paulo;Lucas Silva;Smartphone;Justin Cooper;Masculino;04:24:45;4;6000,0;Boleto
2026-04-26;988;Belo Horizonte;Ana Paula;Smartwatch;Melissa Craighead;Feminino;21:46:45;4;3200,0;Pix
2026-04-26;1286;São Paulo;Aline Maria;Fone de Ouvido;Vicki Tressler;Masculino;21:58:48;2;500,0;Pix
2026-04-26;1651;São Paulo;Lucas Silva;Smartphone;Sarah Otoole;Feminino;12:40:50;5;7500,0;Boleto
2026-04-27;9;Porto Alegre;Rafael Oliveira;Smartphone;Blake Tyler;Masculino;05:13:39;3;4500,0;Dinheiro
2026-04-27;77;Rio de Janeiro;Carla Souza;Fone de Ouvido;Clarence Overton;Feminino;11:47:39;2;500,0;Boleto
2026-04-27;136;Belo Horizonte;Fernando Alves;Fone de Ouvido;Russell Sullivan;Feminino;12:23:40;3;750,0;Boleto
2026-04-27;675;Belo Horizonte;Ana Paula;Smartphone;Donald Holder;Masculino;04:23:43;5;7500,0;Dinheiro
2026-04-27;763;São Paulo;Aline Maria;Tablet;Marilyn Brown;Feminino;15:40:44;4;4800,0;Pix
2026-04-27;1127;Salvador;Juliana Santos;Smartphone;Linda Fisher;Masculino;01:51:46;1;1500,0;Cartão de Crédito
2026-04-27;1163;Belo Horizonte;Ana Paula;Smartwatch;Margarita Wilson;Feminino;15:47:46;3;2400,0;Pix
2026-04-27;1250;Salvador;Thiago Pereira;Smartphone;Venita Leko;Feminino;21:03:47;4;6000,0;Dinheiro
2026-04-27;1673;Porto Alegre;Mariana Lima;Notebook;Lawanda Bailey;Feminino;13:27:50;5;17500,0;Cartão de Crédito
2026-04-27;1676;Belo Horizonte;Fernando Alves;Smartphone;Charles Diaz;Feminino;09:55:50;4;6000,0;Dinheiro
2026-04-27;1997;Salvador;Juliana Santos;Notebook;Paul Christmas;Feminino;15:03:52;3;10500,0;Boleto
2026-04-28;509;Belo Horizonte;Fernando Alves;Smartwatch;Jessica Boyd;Feminino;00:01:42;4;3200,0;Boleto
2026-04-28;824;Porto Alegre;Mariana Lima;Fone de Ouvido;Michael Turner;Masculino;02:42:44;2;500,0;Pix
2026-04-28;1073;Belo Horizonte;Fernando Alves;Smartwatch;Celia Owens;Feminino;11:00:46;1;800,0;Pix
2026-04-28;1524;Porto Alegre;Mariana Lima;Notebook;Ricky Harrison;Feminino;00:54:49;1;3500,0;Boleto
2026-04-29;1104;São Paulo;Aline Maria;Fone de Ouvido;Aaron Dibari;Feminino;01:53:46;3;750,0;Boleto
2026-04-29;1335;Belo Horizonte;Fernando Alves;Smartwatch;Luther Taylor;Feminino;07:28:48;2;1600,0;Dinheiro
2026-04-29;1691;São Paulo;Aline Maria;Notebook;Anthony Herrera;Feminino;12:31:50;3;10500,0;Boleto
2026-04-29;1916;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Christie Bonilla;Feminino;06:09:51;4;1000,0;Boleto
2026-04-30;151;Rio de Janeiro;Carla Souza;Fone de Ouvido;Howard Blandon;Masculino;09:55:40;1;250,0;Pix
2026-04-30;835;Belo Horizonte;Fernando Alves;Fone de Ouvido;Tami Fenderson;Feminino;20:14:44;2;500,0;Boleto
2026-04-30;1278;São Paulo;Lucas Silva;Smartwatch;Bobby Deal;Feminino;17:56:48;5;4000,0;Boleto
2026-04-30;1469;Porto Alegre;Rafael Oliveira;Smartphone;Cora Browning;Feminino;11:19:49;4;6000,0;Cartão de Crédito
2026-04-30;1498;São Paulo;Aline Maria;Notebook;Alphonso Parizo;Masculino;07:15:49;3;10500,0;Dinheiro
2026-04-30;1983;Salvador;Juliana Santos;Fone de Ouvido;Michael Dye;Feminino;04:14:52;3;750,0;Cartão de Crédito
2026-05-01;334;Salvador;Juliana Santos;Tablet;James Barnard;Feminino;11:31:41;1;1200,0;Cartão de Crédito
2026-05-01;1353;Porto Alegre;Rafael Oliveira;Notebook;Kyle Webb;Masculino;13:20:48;2;7000,0;Pix
2026-05-01;1645;Porto Alegre;Rafael Oliveira;Smartwatch;Stephen Alexander;Feminino;06:13:50;4;3200,0;Cartão de Crédito
2026-05-01;1761;São Paulo;Aline Maria;Tablet;Virginia Thornton;Feminino;18:06:50;1;1200,0;Boleto
2026-05-02;66;Porto Alegre;Mariana Lima;Fone de Ouvido;Jacqueline Mitchell;Masculino;02:34:39;4;1000,0;Dinheiro
2026-05-02;150;Rio de Janeiro;Carla Souza;Smartphone;Lawrence Morgan;Feminino;08:33:40;3;4500,0;Cartão de Crédito
2026-05-02;218;Belo Horizonte;Fernando Alves;Smartphone;Barabara Henry;Masculino;12:06:40;4;6000,0;Cartão de Crédito
2026-05-02;356;Porto Alegre;Rafael Oliveira;Fone de Ouvido;Toni Bates;Masculino;17:08:41;4;1000,0;Cartão de Crédito
2026-05-02;689;Rio de Janeiro;Carla Souza;Smartwatch;Vanessa Naef;Feminino;06:18:43;3;2400,0;Pix
2026-05-02;938;Salvador;Juliana Santos;Smartphone;Philip Carney;Masculino;21:01:45;4;6000,0;Cartão de Crédito
2026-05-02;953;Rio de Janeiro;Carla Souza;Smartwatch;Delia Mccain;Feminino;14:52:45;5;4000,0;Boleto
2026-05-02;1514;São Paulo;Lucas Silva;Fone de Ouvido;Jean Trout;Feminino;04:22:49;4;1000,0;Cartão de Crédito
2026-05-03;803;Salvador;Thiago Pereira;Tablet;Candace Dunn;Masculino;06:15:44;2;2400,0;Cartão de Crédito
2026-05-03;1810;São Paulo;Aline Maria;Smartwatch;June Sell;Masculino;06:16:51;5;4000,0;Boleto
2026-05-04;351;Rio de Janeiro;Carla Souza;Tablet;Ronald Bartley;Feminino;16:37:41;4;4800,0;Dinheiro
2026-05-04;591;Belo Horizonte;Ana Paula;Smartwatch;Mary Eldridge;Feminino;15:26:42;2;1600,0;Boleto
2026-05-04;854;Salvador;Juliana Santos;Smartphone;Christine Davis;Feminino;15:00:44;5;7500,0;Pix
2026-05-04;1124;Rio de Janeiro;Carla Souza;Smartphone;Eula Zirin;Masculino;16:52:46;4;6000,0;Cartão de Crédito
2026-05-04;1733;Salvador;Thiago Pereira;Smartphone;Ira Menken;Masculino;02:47:50;3;4500,0;Pix
2026-05-04;1786;Salvador;Thiago Pereira;Smartphone;Loretta Doherty;Feminino;09:22:51;4;6000,0;Cartão de Crédito
2026-05-05;402;Salvador;Juliana Santos;Smartwatch;Iris Shankle;Masculino;14:22:41;5;4000,0;Pix
2026-05-05;1329;Belo Horizonte;Fernando Alves;Fone de Ouvido;Shay Raney;Feminino;09:31:48;1;250,0;Boleto
2026-05-05;1986;Belo Horizonte;Ana Paula;Tablet;Robert Earvin;Feminino;04:22:52;2;2400,0;Pix
2026-05-06;519;Rio de Janeiro;Bruno Costa;Smartphone;Rebecca Weeks;Masculino;13:31:42;2;3000,0;Pix
2026-05-07;27;Belo Horizonte;Fernando Alves;Tablet;Mason Riffle;Feminino;20:06:39;4;4800,0;Pix
2026-05-07;284;Porto Alegre;Rafael Oliveira;Notebook;Jessie Spellman;Feminino;03:07:40;4;14000,0;Dinheiro
